Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumberCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,662,High,Female,High,Entry,Research Scientist,Low,Single,2619,3,No,17,Excellent,Very High,None,8,3,Good,0,0,0,0
43,No,Travel_Frequently,Research & Development,9,Doctorate,Medical,663,Very High,Male,High,Experienced,Laboratory Technician,High,Divorced,5679,3,Yes,13,Excellent,Medium,Low,10,3,Better,8,7,4,7
48,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,664,Very High,Female,Medium,Manager,Manager,Low,Married,15402,7,No,11,Excellent,Low,Low,21,3,Bad,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,Masters,Life Sciences,665,Low,Female,Medium,Experienced,Human Resources,High,Single,5985,4,No,11,Excellent,Medium,None,10,1,Best,2,2,0,2
34,No,Travel_Rarely,Sales,14,Bachelors,Technical Degree,666,High,Female,High,Entry,Sales Representative,High,Divorced,2579,1,Yes,18,Excellent,Very High,Medium,8,3,Better,8,2,0,6
27,Yes,Travel_Rarely,Sales,2,Below College,Marketing,667,High,Male,High,Entry,Sales Representative,Low,Divorced,3041,0,No,11,Excellent,Medium,Low,5,3,Better,4,3,0,2
21,No,Travel_Rarely,Sales,22,Below College,Technical Degree,669,High,Male,High,Entry,Sales Representative,High,Single,3447,1,No,11,Excellent,High,None,3,2,Better,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,Masters,Other,671,Very High,Male,High,Director,Manager,Very High,Married,19513,4,Yes,12,Excellent,Low,Low,26,2,Best,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,Below College,Medical,675,Low,Male,High,Entry,Research Scientist,High,Married,2773,0,No,20,Outstanding,Very High,None,3,3,Better,2,2,2,2
33,No,Travel_Rarely,Sales,8,Masters,Marketing,677,High,Male,High,Experienced,Sales Executive,High,Divorced,7104,0,No,12,Excellent,Very High,None,6,3,Better,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,679,Low,Female,High,Experienced,Research Scientist,Very High,Married,6322,1,Yes,12,Excellent,Very High,Low,6,2,Good,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,Bachelors,Medical,680,High,Female,High,Entry,Research Scientist,High,Divorced,2083,1,No,20,Outstanding,High,Low,1,2,Better,1,0,0,0
53,No,Travel_Rarely,Sales,1,Below College,Medical,682,Very High,Female,High,Experienced,Sales Executive,Low,Single,8381,7,No,20,Outstanding,Very High,None,18,2,Best,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,Doctorate,Life Sciences,683,Medium,Male,High,Entry,Research Scientist,Very High,Married,2691,1,No,12,Excellent,Very High,Low,10,4,Good,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,Masters,Life Sciences,684,Low,Female,High,Experienced,Sales Executive,Low,Married,4286,2,No,14,Excellent,Very High,Medium,5,4,Better,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,686,High,Female,High,Entry,Laboratory Technician,Very High,Married,2659,1,Yes,13,Excellent,High,Low,3,2,Better,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,Bachelors,Other,689,High,Male,High,Senior,Manufacturing Director,High,Married,9434,1,No,15,Excellent,High,Low,10,2,Better,10,7,7,8
29,No,Travel_Rarely,Sales,3,College,Medical,690,Medium,Female,High,Experienced,Sales Executive,High,Married,5561,1,No,14,Excellent,Low,Low,6,5,Good,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,Masters,Life Sciences,691,Medium,Male,Low,Experienced,Research Scientist,Very High,Single,6646,1,No,13,Excellent,Medium,None,17,3,Better,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,Bachelors,Life Sciences,692,High,Male,High,Experienced,Healthcare Representative,Very High,Divorced,7725,3,No,23,Outstanding,High,Low,15,2,Bad,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,Masters,Medical,698,High,Male,High,Senior,Human Resources,Medium,Married,10725,2,No,15,Excellent,High,Low,16,1,Best,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,College,Medical,699,Medium,Male,Medium,Experienced,Manufacturing Director,Medium,Divorced,8847,2,Yes,11,Excellent,High,Low,13,2,Better,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,Masters,Medical,700,Low,Male,Medium,Entry,Research Scientist,Very High,Single,2045,0,No,13,Excellent,Very High,None,5,0,Better,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,701,Very High,Male,High,Entry,Research Scientist,High,Single,1009,1,Yes,11,Excellent,Very High,None,1,5,Better,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,Bachelors,Life Sciences,702,Low,Male,High,Entry,Research Scientist,Low,Single,3348,1,Yes,11,Excellent,Low,None,10,3,Better,10,8,9,7
35,No,Non-Travel,Research & Development,3,Bachelors,Life Sciences,704,High,Male,Medium,Entry,Laboratory Technician,High,Married,1281,1,No,18,Excellent,High,Medium,1,3,Better,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,Bachelors,Medical,705,Low,Male,Very High,Entry,Research Scientist,Low,Married,2819,2,No,16,Excellent,Low,Low,5,3,Best,3,2,0,2
25,No,Travel_Rarely,Sales,8,Bachelors,Life Sciences,707,Very High,Male,Very High,Experienced,Sales Executive,Medium,Married,4851,0,No,22,Outstanding,High,Low,4,4,Better,3,2,1,2
38,No,Travel_Rarely,Sales,7,Masters,Marketing,709,Very High,Female,Medium,Experienced,Sales Executive,Very High,Single,4028,0,No,20,Outstanding,Low,None,8,2,Better,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,Masters,Life Sciences,710,Medium,Male,Low,Entry,Research Scientist,Very High,Divorced,2720,1,No,18,Excellent,Very High,Low,10,5,Better,10,7,2,8
48,No,Travel_Rarely,Sales,2,Below College,Marketing,712,Medium,Male,Very High,Experienced,Sales Executive,Medium,Married,8120,3,No,12,Excellent,Very High,None,12,3,Better,2,2,2,2
27,No,Travel_Frequently,Sales,3,Below College,Medical,714,Very High,Female,Very High,Experienced,Sales Executive,Very High,Divorced,4647,1,Yes,20,Outstanding,Medium,Medium,6,3,Better,6,5,0,4
37,No,Travel_Rarely,Research & Development,10,College,Life Sciences,715,Very High,Male,Very High,Entry,Research Scientist,Very High,Single,4680,3,No,17,Excellent,Low,None,4,2,Better,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,Below College,Medical,716,Very High,Male,Very High,Entry,Laboratory Technician,High,Married,3221,1,Yes,11,Excellent,High,High,20,3,Better,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,717,Very High,Female,Medium,Senior,Healthcare Representative,Medium,Single,8621,1,No,14,Excellent,Medium,None,9,3,Best,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,College,Life Sciences,720,Low,Female,High,Experienced,Sales Executive,High,Single,4577,9,No,14,Excellent,Low,None,4,3,Better,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,721,Very High,Female,Medium,Experienced,Healthcare Representative,High,Single,4553,1,No,11,Excellent,Low,None,20,4,Better,20,7,11,10
32,No,Travel_Rarely,Sales,10,Bachelors,Marketing,722,Very High,Male,High,Experienced,Sales Executive,Very High,Single,5396,1,No,12,Excellent,Very High,None,10,2,Good,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,College,Technical Degree,723,Medium,Male,High,Experienced,Sales Executive,High,Married,6796,3,Yes,14,Excellent,Low,Low,18,4,Better,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,724,Medium,Female,Very High,Experienced,Healthcare Representative,Very High,Single,7625,0,No,13,Excellent,High,None,10,4,Good,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,College,Life Sciences,725,High,Female,High,Senior,Manufacturing Director,Low,Married,7412,1,No,11,Excellent,Very High,None,9,3,Better,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,College,Life Sciences,727,High,Female,High,Senior,Research Director,Very High,Single,11159,3,No,15,Excellent,Very High,None,10,6,Better,7,7,7,7
47,No,Travel_Rarely,Sales,14,Masters,Marketing,728,Very High,Male,High,Experienced,Sales Executive,Low,Single,4960,2,No,12,Excellent,Very High,None,20,2,Better,7,7,1,7
40,No,Travel_Frequently,Sales,5,Masters,Life Sciences,729,Very High,Male,Medium,Senior,Sales Executive,Low,Married,10475,5,Yes,21,Outstanding,High,Low,20,2,Better,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,Bachelors,Life Sciences,730,High,Male,Very High,Manager,Research Director,High,Married,14814,3,No,19,Excellent,High,None,32,3,Better,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,Masters,Human Resources,731,Medium,Male,Medium,Director,Manager,Very High,Divorced,19141,3,No,15,Excellent,Medium,High,23,2,Good,21,6,12,6
60,No,Travel_Rarely,Sales,16,Masters,Marketing,732,Low,Male,High,Experienced,Sales Executive,Low,Single,5405,8,No,14,Excellent,Very High,None,10,1,Better,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,College,Life Sciences,733,Very High,Male,High,Senior,Manufacturing Director,Low,Divorced,8793,1,No,21,Outstanding,High,Medium,9,4,Good,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,Bachelors,Human Resources,734,Very High,Male,Medium,Director,Manager,High,Married,19189,1,No,12,Excellent,Medium,Low,22,3,Better,22,7,2,10
50,No,Travel_Rarely,Sales,8,Masters,Marketing,738,Very High,Male,High,Entry,Sales Representative,Medium,Married,3875,7,No,15,Excellent,Very High,Low,4,2,Better,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,741,Low,Female,Low,Entry,Research Scientist,Medium,Single,2216,7,Yes,13,Excellent,Very High,None,10,4,Better,7,7,3,7
36,No,Non-Travel,Research & Development,8,Bachelors,Life Sciences,742,Low,Female,Very High,Senior,Research Director,Low,Married,11713,9,No,14,Excellent,Low,Low,10,2,Better,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,743,High,Female,High,Senior,Manufacturing Director,High,Single,7861,4,Yes,14,Excellent,Very High,None,10,4,Best,1,0,0,0
44,No,Non-Travel,Research & Development,24,Bachelors,Medical,744,Low,Male,Low,Entry,Laboratory Technician,High,Single,3708,2,No,14,Excellent,High,None,9,5,Better,5,2,1,4
47,No,Travel_Frequently,Sales,3,Bachelors,Medical,746,Very High,Female,High,Manager,Sales Executive,High,Divorced,13770,9,Yes,12,Excellent,Very High,Medium,28,2,Good,22,2,11,13
30,No,Travel_Rarely,Sales,27,Doctorate,Marketing,747,High,Male,High,Experienced,Sales Executive,Very High,Divorced,5304,7,No,23,Outstanding,Very High,Low,10,2,Good,8,7,7,7
29,No,Travel_Rarely,Sales,10,Bachelors,Life Sciences,749,High,Male,High,Entry,Sales Representative,High,Single,2642,1,No,11,Excellent,High,None,1,6,Better,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,Bachelors,Medical,752,High,Male,Very High,Entry,Research Scientist,High,Divorced,2759,6,Yes,12,Excellent,Very High,None,7,2,Better,2,2,2,2
43,No,Travel_Frequently,Sales,15,Bachelors,Life Sciences,754,Very High,Male,Medium,Experienced,Sales Executive,Very High,Married,6804,3,No,18,Excellent,High,Low,7,5,Better,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,College,Medical,757,Medium,Female,High,Experienced,Healthcare Representative,High,Single,6142,3,No,11,Excellent,Very High,None,10,2,Better,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,Below College,Medical,758,Medium,Male,High,Entry,Laboratory Technician,Low,Married,2500,1,No,14,Excellent,Very High,Low,5,2,Best,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,Bachelors,Human Resources,760,High,Female,Very High,Experienced,Human Resources,Medium,Married,6389,9,No,15,Excellent,High,Low,12,3,Bad,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,762,High,Male,High,Manager,Healthcare Representative,Very High,Married,11103,7,No,11,Excellent,High,None,30,1,Good,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,Below College,Medical,763,Very High,Female,Medium,Entry,Research Scientist,Very High,Single,2342,0,Yes,20,Outstanding,Very High,None,5,2,Good,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,Bachelors,Medical,764,Very High,Female,Medium,Experienced,Healthcare Representative,Low,Single,6811,8,No,19,Excellent,Low,None,9,2,Bad,7,6,0,7
29,No,Travel_Rarely,Sales,10,Bachelors,Marketing,766,Very High,Male,High,Entry,Sales Representative,Medium,Divorced,2297,1,No,14,Excellent,Very High,Medium,2,2,Better,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,769,Very High,Male,High,Experienced,Laboratory Technician,Very High,Single,2450,2,No,17,Excellent,Very High,None,19,4,Better,2,2,2,2
35,No,Non-Travel,Research & Development,2,Masters,Life Sciences,771,Very High,Female,High,Experienced,Healthcare Representative,Low,Divorced,5093,2,No,11,Excellent,Low,Low,16,2,Best,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,Masters,Life Sciences,772,Low,Male,High,Experienced,Laboratory Technician,Very High,Married,5309,1,No,15,Excellent,Very High,Medium,10,2,Better,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,Doctorate,Medical,773,Very High,Male,High,Entry,Research Scientist,High,Married,3057,6,Yes,13,Excellent,Medium,Low,6,0,Bad,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,Doctorate,Life Sciences,775,Medium,Female,High,Experienced,Manufacturing Director,Low,Divorced,5121,3,No,14,Excellent,High,Low,7,3,Better,0,0,0,0
52,No,Travel_Rarely,Sales,3,Masters,Marketing,776,High,Male,Medium,Manager,Manager,Low,Married,16856,1,No,11,Excellent,Low,None,34,3,Best,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,Masters,Other,780,Very High,Male,High,Entry,Research Scientist,Very High,Single,2686,1,Yes,13,Excellent,High,None,10,2,Good,10,9,7,8
25,No,Travel_Rarely,Sales,26,Below College,Medical,781,High,Female,High,Experienced,Sales Executive,Very High,Single,6180,1,No,23,Outstanding,Medium,None,6,5,Good,6,5,1,4
45,No,Travel_Rarely,Sales,2,College,Technical Degree,783,Medium,Male,Low,Experienced,Sales Representative,High,Single,6632,0,No,13,Excellent,Low,None,9,3,Better,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,Below College,Medical,784,Low,Male,Very High,Entry,Research Scientist,High,Single,3505,1,No,18,Excellent,Very High,None,2,3,Better,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,College,Life Sciences,785,Medium,Female,Very High,Experienced,Sales Executive,High,Single,6397,4,Yes,12,Excellent,Very High,None,8,2,Better,5,4,1,3
34,No,Travel_Rarely,Sales,2,Bachelors,Other,786,Very High,Male,High,Experienced,Sales Executive,Very High,Single,6274,1,No,22,Outstanding,High,None,6,5,Better,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,Bachelors,Medical,787,Very High,Male,High,Director,Manager,Low,Married,19859,5,Yes,13,Excellent,Very High,Low,24,2,Better,5,2,1,4
36,No,Non-Travel,Sales,8,Masters,Life Sciences,789,Low,Male,Medium,Senior,Sales Executive,Low,Single,7587,1,No,15,Excellent,Medium,None,10,1,Better,10,7,0,9
52,No,Non-Travel,Research & Development,19,Masters,Medical,791,Very High,Male,High,Entry,Research Scientist,Very High,Married,4258,0,No,18,Excellent,Low,Low,5,3,Better,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,College,Life Sciences,792,Low,Female,Low,Entry,Laboratory Technician,Very High,Divorced,4364,3,No,14,Excellent,Low,Low,5,2,Better,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,Bachelors,Medical,793,Medium,Female,High,Experienced,Healthcare Representative,High,Married,4335,4,No,12,Excellent,Low,Low,11,3,Good,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,Bachelors,Technical Degree,796,Very High,Male,Medium,Experienced,Sales Executive,Low,Single,5326,6,No,17,Excellent,High,None,6,2,Good,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,797,Medium,Female,Very High,Entry,Research Scientist,Very High,Single,3280,2,No,16,Excellent,High,None,10,2,Better,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,Masters,Medical,799,Very High,Female,High,Experienced,Manufacturing Director,Low,Divorced,5485,9,Yes,11,Excellent,Medium,Medium,9,4,Better,5,3,1,4
27,No,Travel_Frequently,Sales,8,Below College,Marketing,800,High,Male,High,Experienced,Sales Executive,Very High,Married,4342,0,No,19,Excellent,Medium,Low,5,3,Better,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,Below College,Life Sciences,802,Very High,Female,High,Entry,Research Scientist,Low,Divorced,2782,0,Yes,13,Excellent,Medium,Medium,6,3,Good,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,Masters,Life Sciences,803,Low,Female,Very High,Experienced,Manufacturing Director,Low,Single,5980,6,Yes,12,Excellent,Very High,None,17,2,Better,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,Masters,Medical,804,High,Female,Medium,Entry,Research Scientist,Low,Single,4381,1,No,11,Excellent,High,None,6,3,Better,6,5,1,3
35,No,Travel_Rarely,Sales,8,Masters,Life Sciences,805,Low,Female,High,Entry,Sales Representative,Very High,Married,2572,1,No,16,Excellent,Medium,Low,3,1,Good,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,806,Very High,Male,Low,Entry,Laboratory Technician,High,Married,3833,3,No,21,Outstanding,High,Medium,7,2,Better,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,College,Medical,807,High,Female,Very High,Experienced,Healthcare Representative,Medium,Married,4244,1,No,24,Outstanding,Very High,Low,8,2,Better,8,7,3,7
34,No,Travel_Rarely,Sales,8,College,Life Sciences,808,High,Female,High,Experienced,Sales Executive,Low,Married,6500,5,No,17,Excellent,Medium,Low,6,1,Better,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,Bachelors,Life Sciences,809,Medium,Male,High,Director,Manager,Very High,Divorced,18430,1,No,13,Excellent,Medium,Low,24,4,Good,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,811,High,Male,Very High,Entry,Laboratory Technician,Low,Married,1601,1,Yes,21,Outstanding,High,Medium,1,2,Better,0,0,0,0
24,No,Non-Travel,Research & Development,9,Bachelors,Life Sciences,812,High,Male,Medium,Entry,Laboratory Technician,Medium,Divorced,2694,1,No,11,Excellent,High,High,1,4,Better,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,Masters,Life Sciences,813,Very High,Female,High,Experienced,Laboratory Technician,High,Married,3149,8,No,20,Outstanding,Medium,Low,9,3,Better,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,Bachelors,Medical,815,High,Male,High,Manager,Research Director,High,Married,17639,5,No,16,Excellent,Very High,None,30,3,Better,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,816,Medium,Female,Medium,Entry,Laboratory Technician,Low,Married,2319,1,Yes,11,Excellent,Very High,Low,1,1,Better,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,Bachelors,Medical,817,High,Male,High,Senior,Research Director,High,Married,11691,0,No,11,Excellent,Very High,None,14,3,Best,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,Bachelors,Marketing,819,Low,Female,High,Experienced,Sales Executive,Low,Single,5324,5,No,15,Excellent,High,None,6,3,Better,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,College,Other,820,High,Female,High,Manager,Manager,Very High,Married,16752,1,Yes,11,Excellent,High,Low,26,3,Good,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,Bachelors,Other,823,High,Female,High,Experienced,Manufacturing Director,Medium,Married,5228,0,No,15,Excellent,Low,Low,10,2,Better,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,College,Life Sciences,824,High,Male,Very High,Entry,Research Scientist,High,Married,2700,1,No,24,Outstanding,High,Low,10,3,Better,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,Masters,Life Sciences,825,Very High,Male,High,Director,Research Director,Medium,Single,19246,7,Yes,12,Excellent,Very High,None,40,2,Better,31,15,13,8
